TITLE     = ""
VARIABLES = "X" 
"Y"
"Cell Elevation"
ZONE T="ZONE 001"
 STRANDID=0, SOLUTIONTIME=0
 I=1610, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(SINGLE SINGLE SINGLE )
9.701099396E+000 2.000250053E+001 3.029400110E+000 
8.982500076E+000 2.000250053E+001 3.020100117E+000 
8.263899803E+000 2.000250053E+001 3.067399979E+000 
7.545300007E+000 2.000250053E+001 3.150300026E+000 
6.826699734E+000 2.000250053E+001 3.352099895E+000 
6.108100414E+000 2.000250053E+001 3.328999996E+000 
5.389500141E+000 2.000250053E+001 3.478100061E+000 
4.670899868E+000 2.000250053E+001 3.693399906E+000 
3.952300549E+000 2.000250053E+001 3.693399906E+000 
3.233700275E+000 2.000250053E+001 3.781800032E+000 
2.515100002E+000 2.000250053E+001 3.781800032E+000 
1.796499610E+000 2.000250053E+001 3.769700050E+000 
1.077900290E+000 2.000250053E+001 3.768800020E+000 
3.592990935E-001 2.000250053E+001 3.772099972E+000 
1.616850090E+001 2.114550018E+001 4.103099823E+000 
1.544989967E+001 2.114550018E+001 3.966500044E+000 
1.473130035E+001 2.114550018E+001 3.966500044E+000 
1.401270008E+001 2.114550018E+001 3.784100056E+000 
1.329409981E+001 2.114550018E+001 3.531800032E+000 
1.257549953E+001 2.114550018E+001 3.253499985E+000 
1.185690022E+001 2.114550018E+001 3.253499985E+000 
1.113829994E+001 2.114550018E+001 3.098900080E+000 
1.041969967E+001 2.114550018E+001 3.098900080E+000 
9.701099396E+000 2.114550018E+001 3.039099932E+000 
8.982500076E+000 2.114550018E+001 3.020800114E+000 
8.263899803E+000 2.114550018E+001 3.019999981E+000 
7.545300007E+000 2.114550018E+001 3.149300098E+000 
6.826699734E+000 2.114550018E+001 3.312799931E+000 
6.108100414E+000 2.114550018E+001 3.312799931E+000 
5.389500141E+000 2.114550018E+001 3.478100061E+000 
4.670899868E+000 2.114550018E+001 3.681299925E+000 
3.952300549E+000 2.114550018E+001 3.759599924E+000 
3.233700275E+000 2.114550018E+001 3.759599924E+000 
2.515100002E+000 2.114550018E+001 3.782200098E+000 
1.796499610E+000 2.114550018E+001 3.742000103E+000 
1.077900290E+000 2.114550018E+001 3.742000103E+000 
3.592990935E-001 2.114550018E+001 3.773499966E+000 
1.616850090E+001 2.228849983E+001 4.162399769E+000 
1.544989967E+001 2.228849983E+001 4.024899960E+000 
1.473130035E+001 2.228849983E+001 3.792399883E+000 
1.401270008E+001 2.228849983E+001 3.792399883E+000 
1.329409981E+001 2.228849983E+001 3.537300110E+000 
1.257549953E+001 2.228849983E+001 3.537300110E+000 
1.185690022E+001 2.228849983E+001 3.257699966E+000 
1.113829994E+001 2.228849983E+001 3.124300003E+000 
1.041969967E+001 2.228849983E+001 3.056699991E+000 
9.701099396E+000 2.228849983E+001 3.024800062E+000 
8.982500076E+000 2.228849983E+001 3.020800114E+000 
8.263899803E+000 2.228849983E+001 3.019999981E+000 
7.545300007E+000 2.228849983E+001 3.096999884E+000 
6.826699734E+000 2.228849983E+001 3.301700115E+000 
6.108100414E+000 2.228849983E+001 3.301700115E+000 
5.389500141E+000 2.228849983E+001 3.509500027E+000 
4.670899868E+000 2.228849983E+001 3.681299925E+000 
3.952300549E+000 2.228849983E+001 3.771600008E+000 
3.233700275E+000 2.228849983E+001 3.771600008E+000 
2.515100002E+000 2.228849983E+001 3.782200098E+000 
1.796499610E+000 2.228849983E+001 3.782200098E+000 
1.077900290E+000 2.228849983E+001 3.781800032E+000 
3.592990935E-001 2.228849983E+001 3.794300079E+000 
1.616850090E+001 2.343149948E+001 4.026700020E+000 
1.544989967E+001 2.343149948E+001 4.026700020E+000 
1.473130035E+001 2.343149948E+001 3.817899942E+000 
1.401270008E+001 2.343149948E+001 3.817899942E+000 
1.329409981E+001 2.343149948E+001 3.552099943E+000 
1.257549953E+001 2.343149948E+001 3.552099943E+000 
1.185690022E+001 2.343149948E+001 3.279400110E+000 
1.113829994E+001 2.343149948E+001 3.124300003E+000 
1.041969967E+001 2.343149948E+001 3.062299967E+000 
9.701099396E+000 2.343149948E+001 3.027600050E+000 
8.982500076E+000 2.343149948E+001 3.019999981E+000 
8.263899803E+000 2.343149948E+001 3.019999981E+000 
7.545300007E+000 2.343149948E+001 3.089099884E+000 
6.826699734E+000 2.343149948E+001 3.183099985E+000 
6.108100414E+000 2.343149948E+001 3.410500050E+000 
5.389500141E+000 2.343149948E+001 3.410500050E+000 
4.670899868E+000 2.343149948E+001 3.622999907E+000 
3.952300549E+000 2.343149948E+001 3.771600008E+000 
3.233700275E+000 2.343149948E+001 3.771600008E+000 
2.515100002E+000 2.343149948E+001 3.831300020E+000 
